gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
2381402976,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:16462,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arborimus,Arborimus longicaudus,NA,SPECIES,"Arborimus longicaudus (True, 1890)",Arborimus longicaudus,,US,"Rogue River, 23 mi. E Gold Beach",Oregon,PRESENT,NA,8a471700-4ce8-11db-b80e-b8a03c50a862,42.596,-124.07,NA,NA,NA,NA,NA,NA,1919-09-18,18,9,1919,2437931,2437931,PRESERVED_SPECIMEN,SDNHM,Mammals,16462,,,NA,CC0_1_0,,S. G. Jewett,,Native,2024-02-01T00:21:34Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381402216,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:16460,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arborimus,Arborimus longicaudus,NA,SPECIES,"Arborimus longicaudus (True, 1890)",Arborimus longicaudus,,US,"Rogue River, 20 mi. E Gold Beach",Oregon,PRESENT,NA,8a471700-4ce8-11db-b80e-b8a03c50a862,42.555,-124.07,NA,NA,NA,NA,NA,NA,1919-09-14,14,9,1919,2437931,2437931,PRESERVED_SPECIMEN,SDNHM,Mammals,16460,,,NA,CC0_1_0,,S. G. Jewett,,Native,2024-02-01T00:21:34Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381402214,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:16449,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arborimus,Arborimus longicaudus,NA,SPECIES,"Arborimus longicaudus (True, 1890)",Arborimus longicaudus,,US,5 mi. N Lorane,Oregon,PRESENT,NA,8a471700-4ce8-11db-b80e-b8a03c50a862,43.91038,-123.2506,NA,NA,NA,NA,NA,NA,1932-04-26,26,4,1932,2437931,2437931,PRESERVED_SPECIMEN,SDNHM,Mammals,16449,,,NA,CC0_1_0,,S. G. Jewett,,Native,2024-02-01T00:21:34Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381401729,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:16465,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arborimus,Arborimus longicaudus,NA,SPECIES,"Arborimus longicaudus (True, 1890)",Arborimus longicaudus,,US,Tillamook,Oregon,PRESENT,NA,8a471700-4ce8-11db-b80e-b8a03c50a862,45.45564,-123.8454,NA,NA,NA,NA,NA,NA,1929-07-24,24,7,1929,2437931,2437931,PRESERVED_SPECIMEN,SDNHM,Mammals,16465,,,NA,CC0_1_0,,A. Walker,,Native,2024-02-01T00:21:34Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381401230,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:16437,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arborimus,Arborimus longicaudus,NA,SPECIES,"Arborimus longicaudus (True, 1890)",Arborimus longicaudus silvicola,,US,5 mi. SE Tillamook,Oregon,PRESENT,NA,8a471700-4ce8-11db-b80e-b8a03c50a862,45.41694,-123.75933,NA,NA,NA,NA,NA,NA,1916-10-25,25,10,1916,2437931,2437931,PRESERVED_SPECIMEN,SDNHM,Mammals,16437,,,NA,CC0_1_0,,P. Walker,,Native,2024-02-01T00:21:34Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;INSTITUTION_COLLECTION_MISMATCH
2381400721,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:16450,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arborimus,Arborimus longicaudus,NA,SPECIES,"Arborimus longicaudus (True, 1890)",Arborimus longicaudus,,US,Port Orford,Oregon,PRESENT,NA,8a471700-4ce8-11db-b80e-b8a03c50a862,42.7457,-124.4973,NA,NA,NA,NA,NA,NA,1927-07-24,24,7,1927,2437931,2437931,PRESERVED_SPECIMEN,SDNHM,Mammals,16450,,,NA,CC0_1_0,,S. G. Jewett,,Native,2024-02-01T00:21:34Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381388504,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:969,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arborimus,Arborimus longicaudus,NA,SPECIES,"Arborimus longicaudus (True, 1890)",Arborimus longicaudus,,US,Carlotta,California,PRESENT,NA,8a471700-4ce8-11db-b80e-b8a03c50a862,40.537,-124.06,NA,NA,NA,NA,NA,NA,1913-04-29,29,4,1913,2437931,2437931,PRESERVED_SPECIMEN,SDNHM,Mammals,969,,,NA,CC0_1_0,,H. E. Wilder,,Native,2024-02-01T00:21:35Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
1932307802,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/17271773,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arborimus,Arborimus longicaudus,NA,SPECIES,"Arborimus longicaudus (True, 1890)",Arborimus longicaudus,,US,,Oregon,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.191395,-123.606281,27537,NA,NA,NA,NA,NA,2018-09-29T11:44,29,9,2018,2437931,2437931,HUMAN_OBSERVATION,iNaturalist,Observations,17271773,,Matt Hunter,2018-10-07T04:38:20Z,CC_BY_NC_4_0,Matt Hunter,Matt Hunter,,,2024-02-23T14:44:12Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
1852470150,35720b3e-aded-4b83-b4f1-967f1d457d6a,6822613d-537e-11e6-9649-a4a3446a4726,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arborimus,Arborimus longicaudus,NA,SPECIES,"Phenacomys longicaudus (True, 1890)",Phenacomys longicauda,,US,"1mi N, 0.2mi E Bridge Haven",California,PRESENT,NA,cf9ceb80-9f3d-11da-b791-b8a03c50a862,38.448021,-123.097152,805,NA,NA,NA,NA,NA,1956-11-03,3,11,1956,9546027,2437931,PRESERVED_SPECIMEN,CUMV,Mamm,11383,WJH 598,,NA,CC0_1_0,,William J. Hamilton III,,Native,2024-01-24T17:20:52Z,,COORDINATE_ROUNDED;TAXON_MATCH_FUZZY
177152453,8631295a-f762-11e1-a439-00145eb45e9a,urn:catalog:UCLA:Mammals:17458,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arborimus,Arborimus longicaudus,NA,SPECIES,"Phenacomys longicaudus (True, 1890)",Phenacomys longicaudus longicaudus,,US,CARLOTTA,California,PRESENT,NA,c0dc3c80-23f9-11dc-98d1-b8a03c50a862,40.533333,-124.066667,NA,NA,NA,NA,NA,NA,1921-03-09,9,3,1921,9546027,2437931,PRESERVED_SPECIMEN,UCLA,Mammals,17458,1661,,NA,CC0_1_0,,"WILDER, H. E.",,Native,2024-01-24T21:30:04Z,,COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
177152452,8631295a-f762-11e1-a439-00145eb45e9a,urn:catalog:UCLA:Mammals:17376,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arborimus,Arborimus longicaudus,NA,SPECIES,"Phenacomys longicaudus (True, 1890)",Phenacomys longicaudus silvicola,,US,TILLAMOOK AREA,Oregon,PRESENT,NA,c0dc3c80-23f9-11dc-98d1-b8a03c50a862,45.45,-123.85,NA,NA,NA,NA,NA,NA,1926-02-02,2,2,1926,9546027,2437931,PRESERVED_SPECIMEN,UCLA,Mammals,17376,546,,NA,CC0_1_0,,"WALKER, A.",,Native,2024-01-24T21:30:04Z,,TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
177152436,8631295a-f762-11e1-a439-00145eb45e9a,urn:catalog:UCLA:Mammals:7963,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arborimus,Arborimus longicaudus,NA,SPECIES,"Phenacomys longicaudus (True, 1890)",Phenacomys longicaudus longicaudus,,US,RUTH; 10 MI NW,California,PRESENT,NA,c0dc3c80-23f9-11dc-98d1-b8a03c50a862,40.5,-123.666667,NA,NA,NA,NA,NA,NA,1919-07-05,5,7,1919,9546027,2437931,PRESERVED_SPECIMEN,UCLA,Mammals,7963,1684,,NA,CC0_1_0,,"HOWELL, A. B.",,Native,2024-01-24T21:29:57Z,,COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
